Position,P0_A,P0_C,P0_G,P0_T,P0_Coverage,P0_Entropy,P5_A,P5_C,P5_G,P5_T,P5_Coverage,P5_Entropy,P7_A,P7_C,P7_G,P7_T,P7_Coverage,P7_Entropy,P10_A,P10_C,P10_G,P10_T,P10_Coverage,P10_Entropy,P15_A,P15_C,P15_G,P15_T,P15_Coverage,P15_Entropy,P18_A,P18_C,P18_G,P18_T,P18_Coverage,P18_Entropy,P20_A,P20_C,P20_G,P20_T,P20_Coverage,P20_Entropy,R2_P20_A,R2_P20_C,R2_P20_G,R2_P20_T,R2_P20_Coverage,R2_P20_Entropy,R3_P20_A,R3_P20_C,R3_P20_G,R3_P20_T,R3_P20_Coverage,R3_P20_Entropy,R4_P20_A,R4_P20_C,R4_P20_G,R4_P20_T,R4_P20_Coverage,R4_P20_Entropy,Group
1301,0.06,0.22,0.06,99.66,209582,0.04,0.07,0.13,0.06,99.74,169945,0.03,0.06,0.15,0.05,99.75,166106,0.03,0.05,0.19,0.02,99.74,97055,0.03,0.06,0.13,0.05,99.77,121041,0.03,0.06,0.16,0.07,99.71,81751,0.03,0.07,0.19,0.06,99.69,110183,0.03,0.03,0.14,0.02,99.81,132240,0.02,0.05,0.13,0.05,99.76,138774,0.03,0.03,0.12,0.02,99.83,90532,0.02,R1_Ribp_UVp
1302,0.06,99.76,0.04,0.14,210768,0.03,0.1,99.8,0.04,0.07,171035,0.02,0.09,99.78,0.04,0.1,166946,0.03,0.05,99.88,0.01,0.06,97582,0.02,0.08,99.79,0.04,0.09,121634,0.03,0.07,99.78,0.06,0.1,82094,0.03,0.06,99.79,0.04,0.11,110581,0.02,0.04,99.89,0.02,0.06,132918,0.01,0.09,99.77,0.05,0.09,139361,0.03,0.04,99.9,0.02,0.05,91030,0.01,R1_Ribp_UVp
1303,0.05,0.19,0.04,99.72,212693,0.03,0.05,0.07,0.05,99.83,172719,0.02,0.03,0.12,0.05,99.8,168336,0.02,0.03,0.13,0.02,99.83,98437,0.02,0.05,0.11,0.05,99.79,122646,0.02,0.05,0.11,0.04,99.8,82724,0.02,0.04,0.12,0.05,99.78,111530,0.03,0.03,0.08,0.01,99.88,134151,0.01,0.04,0.12,0.05,99.79,140441,0.02,0.04,0.1,0.02,99.84,91743,0.02,R1_Ribp_UVp
1304,99.79,0.04,0.13,0.04,214455,0.02,99.86,0.04,0.06,0.04,174271,0.02,99.84,0.05,0.07,0.04,169637,0.02,99.92,0.02,0.06,0.01,99248,0.01,99.85,0.04,0.08,0.03,123456,0.02,99.84,0.04,0.08,0.03,83316,0.02,99.83,0.04,0.09,0.04,112357,0.02,99.92,0.01,0.06,0.02,135063,0.01,99.82,0.04,0.09,0.04,141463,0.02,99.92,0.01,0.05,0.02,92330,0.01,R1_Ribp_UVp
1305,99.69,0.05,0.2,0.06,216180,0.03,99.81,0.05,0.09,0.05,175672,0.02,99.78,0.05,0.12,0.06,170789,0.03,99.82,0.03,0.14,0.02,99966,0.02,99.76,0.05,0.13,0.06,124191,0.03,99.75,0.04,0.15,0.05,83697,0.03,99.74,0.05,0.16,0.06,113086,0.03,99.83,0.02,0.13,0.02,136130,0.02,99.77,0.05,0.13,0.05,142292,0.03,99.85,0.02,0.11,0.02,92921,0.02,R1_Ribp_UVp
1306,98.28,0.04,1.63,0.05,217524,0.13,99.83,0.05,0.07,0.05,176741,0.02,99.78,0.06,0.11,0.05,171843,0.03,99.83,0.01,0.14,0.02,100611,0.02,99.79,0.06,0.11,0.04,124698,0.02,99.82,0.04,0.1,0.04,83954,0.02,99.78,0.04,0.14,0.04,113620,0.03,99.86,0.02,0.1,0.02,136941,0.02,99.77,0.05,0.13,0.04,142972,0.03,99.87,0.02,0.09,0.03,93326,0.02,R1_Ribp_UVp
1307,0.06,0.23,0.06,99.65,219283,0.04,0.06,0.07,0.06,99.81,178227,0.02,0.06,0.14,0.06,99.73,173228,0.03,0.04,0.17,0.03,99.77,101446,0.03,0.05,0.14,0.07,99.75,125535,0.03,0.06,0.14,0.07,99.73,84395,0.03,0.05,0.18,0.06,99.71,114533,0.03,0.03,0.13,0.02,99.82,138000,0.02,0.06,0.15,0.07,99.72,143947,0.03,0.03,0.12,0.02,99.82,93927,0.02,R1_Ribp_UVp
1308,0.09,0.25,0.07,99.59,220491,0.04,0.08,0.11,0.07,99.74,179101,0.03,0.1,0.18,0.06,99.66,174070,0.04,0.05,0.17,0.05,99.74,101927,0.03,0.08,0.15,0.09,99.68,125891,0.04,0.09,0.17,0.09,99.66,84635,0.04,0.09,0.2,0.09,99.62,114948,0.04,0.04,0.15,0.05,99.76,138534,0.03,0.08,0.15,0.06,99.71,144523,0.03,0.04,0.16,0.03,99.77,94202,0.03,R1_Ribp_UVp
1309,0.09,99.15,0.04,0.72,221433,0.08,0.09,99.75,0.03,0.13,179945,0.03,0.1,99.71,0.05,0.14,174709,0.03,0.05,99.82,0.02,0.11,102334,0.02,0.08,99.73,0.05,0.13,126165,0.03,0.08,99.73,0.05,0.14,84860,0.03,0.08,99.74,0.05,0.13,115273,0.03,0.04,99.89,0.01,0.07,139099,0.01,0.08,99.73,0.05,0.14,144949,0.03,0.04,99.88,0.02,0.06,94493,0.01,R1_Ribp_UVp
1310,0.06,99.74,0.04,0.17,222671,0.03,0.07,99.79,0.04,0.1,181034,0.02,0.07,99.78,0.05,0.11,175593,0.03,0.05,99.85,0.01,0.09,102782,0.02,0.08,99.74,0.05,0.13,126507,0.03,0.06,99.77,0.06,0.12,85182,0.03,0.08,99.74,0.05,0.13,115711,0.03,0.04,99.87,0.01,0.08,139793,0.02,0.07,99.77,0.05,0.11,145485,0.03,0.04,99.89,0.01,0.06,94904,0.01,R1_Ribp_UVp
1311,99.7,0.04,0.19,0.06,224756,0.03,99.78,0.04,0.11,0.07,182902,0.03,99.75,0.04,0.15,0.06,177205,0.03,99.82,0.02,0.12,0.04,103877,0.02,99.77,0.04,0.13,0.06,127441,0.03,99.76,0.04,0.11,0.09,85884,0.03,99.76,0.03,0.15,0.06,116754,0.03,99.84,0.02,0.11,0.03,141165,0.02,99.76,0.04,0.13,0.07,146665,0.03,99.83,0.04,0.1,0.03,95581,0.02,R1_Ribp_UVp
1312,0.07,0.31,0.06,99.56,224953,0.05,0.07,0.16,0.07,99.7,182935,0.03,0.06,0.15,0.06,99.73,177270,0.03,0.04,0.16,0.03,99.78,103851,0.03,0.08,0.15,0.07,99.7,127343,0.03,0.05,0.14,0.06,99.76,85742,0.03,0.07,0.2,0.07,99.67,116689,0.04,0.04,0.15,0.03,99.77,141212,0.03,0.05,0.15,0.07,99.73,146535,0.03,0.04,0.12,0.03,99.81,95552,0.02,R1_Ribp_UVp
1313,0.08,99.74,0.04,0.13,225423,0.03,0.08,99.79,0.04,0.08,183362,0.02,0.08,99.76,0.04,0.12,177391,0.03,0.05,99.84,0.02,0.09,104011,0.02,0.1,99.74,0.05,0.1,127221,0.03,0.07,99.76,0.05,0.12,85785,0.03,0.08,99.75,0.05,0.12,116679,0.03,0.04,99.9,0.01,0.06,141344,0.01,0.07,99.76,0.06,0.11,146354,0.03,0.04,99.9,0.01,0.06,95416,0.01,R1_Ribp_UVp
1314,99.67,0.05,0.2,0.08,227036,0.04,99.71,0.05,0.17,0.06,184749,0.03,99.74,0.04,0.15,0.07,178446,0.03,99.78,0.03,0.16,0.03,104714,0.03,99.75,0.04,0.15,0.06,127744,0.03,99.75,0.05,0.13,0.07,86237,0.03,99.71,0.04,0.17,0.08,117234,0.03,99.85,0.02,0.11,0.02,142340,0.02,99.74,0.04,0.14,0.07,146823,0.03,99.82,0.02,0.11,0.04,95866,0.02,R1_Ribp_UVp
1315,0.23,0.05,99.6,0.11,227048,0.04,0.08,0.04,99.78,0.1,184917,0.03,0.1,0.04,99.77,0.09,178460,0.03,0.07,0.01,99.86,0.06,104613,0.02,0.1,0.04,99.74,0.12,127639,0.03,0.08,0.04,99.78,0.11,86099,0.03,0.11,0.04,99.75,0.1,117221,0.03,0.06,0.01,99.88,0.05,142394,0.02,0.09,0.04,99.77,0.1,146673,0.03,0.07,0.01,99.86,0.06,95768,0.02,R1_Ribp_UVp
1316,0.15,0.06,99.68,0.11,227156,0.04,0.11,0.04,99.73,0.13,184966,0.03,0.12,0.05,99.71,0.12,178490,0.03,0.09,0.02,99.83,0.06,104609,0.02,0.11,0.06,99.73,0.1,127542,0.03,0.15,0.05,99.65,0.15,86049,0.04,0.12,0.05,99.7,0.13,117068,0.03,0.08,0.01,99.84,0.07,142449,0.02,0.1,0.06,99.72,0.12,146473,0.03,0.07,0.02,99.86,0.06,95796,0.02,R1_Ribp_UVp
1317,0.11,0.04,99.73,0.11,227275,0.03,0.08,0.04,99.77,0.11,185082,0.03,0.1,0.05,99.75,0.1,178636,0.03,0.09,0.01,99.85,0.05,104664,0.02,0.1,0.05,99.73,0.12,127515,0.03,0.13,0.05,99.68,0.15,86042,0.04,0.13,0.04,99.72,0.11,117076,0.03,0.07,0.02,99.86,0.05,142541,0.02,0.1,0.04,99.74,0.12,146374,0.03,0.07,0.02,99.87,0.04,95746,0.02,R1_Ribp_UVp
1318,99.49,0.08,0.31,0.12,227628,0.05,99.61,0.07,0.19,0.13,185452,0.04,99.57,0.09,0.21,0.12,178789,0.05,99.65,0.04,0.23,0.08,104701,0.04,99.62,0.07,0.2,0.11,127538,0.04,99.58,0.09,0.2,0.13,86093,0.05,99.6,0.07,0.23,0.11,117082,0.04,99.73,0.04,0.19,0.05,142728,0.03,99.65,0.09,0.17,0.09,146370,0.04,99.76,0.03,0.15,0.05,95801,0.03,R1_Ribp_UVp
1319,0.05,0.18,0.04,99.73,227975,0.03,0.04,0.09,0.04,99.83,185806,0.02,0.04,0.14,0.04,99.78,179096,0.03,0.03,0.12,0.02,99.84,104800,0.02,0.04,0.12,0.05,99.79,127702,0.02,0.03,0.09,0.03,99.85,86130,0.02,0.04,0.12,0.04,99.79,117238,0.02,0.01,0.1,0.02,99.86,142956,0.02,0.04,0.11,0.04,99.8,146533,0.02,0.02,0.08,0.02,99.88,95970,0.01,R1_Ribp_UVp
1320,0.13,0.04,99.75,0.08,228038,0.03,0.09,0.03,99.79,0.09,185724,0.03,0.12,0.04,99.74,0.1,179071,0.03,0.09,0.01,99.86,0.04,104651,0.02,0.11,0.04,99.76,0.09,127602,0.03,0.09,0.03,99.78,0.1,86048,0.03,0.12,0.03,99.76,0.09,117137,0.03,0.07,0.02,99.88,0.04,142824,0.02,0.12,0.03,99.78,0.07,146377,0.03,0.08,0.02,99.87,0.03,95941,0.02,R1_Ribp_UVp
1321,0.07,99.56,0.03,0.34,228555,0.05,0.08,99.8,0.03,0.09,186250,0.02,0.07,99.79,0.04,0.1,179314,0.02,0.03,99.88,0.02,0.07,104908,0.02,0.08,99.79,0.03,0.1,127816,0.02,0.06,99.78,0.05,0.11,86218,0.03,0.07,99.79,0.04,0.1,117332,0.02,0.04,99.86,0.02,0.08,143190,0.02,0.08,99.79,0.04,0.09,146593,0.02,0.03,99.9,0.01,0.06,96097,0.01,R1_Ribp_UVp
1322,0.07,0.23,0.06,99.65,229478,0.04,0.06,0.16,0.06,99.72,187043,0.03,0.06,0.15,0.06,99.73,179867,0.03,0.04,0.18,0.02,99.76,105252,0.03,0.06,0.14,0.05,99.75,128076,0.03,0.05,0.14,0.06,99.75,86540,0.03,0.06,0.18,0.04,99.71,117536,0.03,0.03,0.11,0.02,99.83,143836,0.02,0.06,0.15,0.06,99.74,146780,0.03,0.03,0.12,0.02,99.83,96301,0.02,R1_Ribp_UVp
1323,0.05,0.17,0.05,99.73,229820,0.03,0.05,0.09,0.04,99.82,187471,0.02,0.06,0.13,0.06,99.75,180034,0.03,0.03,0.14,0.03,99.81,105441,0.02,0.05,0.13,0.04,99.78,128163,0.03,0.05,0.12,0.04,99.79,86645,0.02,0.05,0.14,0.04,99.78,117638,0.03,0.03,0.11,0.02,99.84,144068,0.02,0.06,0.13,0.04,99.77,146888,0.03,0.03,0.07,0.02,99.87,96375,0.02,R1_Ribp_UVp
1324,0.24,0.03,99.63,0.09,229603,0.04,0.1,0.03,99.77,0.1,187149,0.03,0.12,0.04,99.75,0.09,179813,0.03,0.09,0.01,99.85,0.06,105263,0.02,0.1,0.02,99.78,0.1,128012,0.03,0.11,0.04,99.74,0.11,86564,0.03,0.11,0.04,99.75,0.1,117538,0.03,0.08,0.02,99.86,0.04,143904,0.02,0.11,0.04,99.74,0.11,146691,0.03,0.08,0.02,99.86,0.04,96236,0.02,R1_Ribp_UVp
1325,0.08,99.42,0.03,0.47,229939,0.06,0.07,99.8,0.04,0.1,187336,0.02,0.07,99.8,0.04,0.1,179963,0.02,0.04,99.88,0.02,0.06,105344,0.01,0.08,99.79,0.04,0.1,128037,0.02,0.07,99.79,0.04,0.1,86711,0.02,0.08,99.8,0.04,0.08,117648,0.02,0.04,99.89,0.01,0.06,144087,0.01,0.06,99.81,0.04,0.09,146891,0.02,0.04,99.89,0.01,0.06,96245,0.01,R1_Ribp_UVp
1326,0.05,0.14,0.05,99.76,230781,0.03,0.03,0.14,0.06,99.77,188009,0.03,0.04,0.11,0.07,99.78,180511,0.03,0.02,0.09,0.02,99.87,105721,0.02,0.04,0.1,0.06,99.8,128511,0.02,0.04,0.12,0.05,99.78,86984,0.03,0.03,0.12,0.06,99.78,117990,0.03,0.02,0.08,0.02,99.87,144596,0.02,0.03,0.1,0.05,99.81,147275,0.02,0.02,0.08,0.02,99.88,96556,0.01,R1_Ribp_UVp
1327,99.7,0.04,0.17,0.09,230977,0.03,99.78,0.04,0.12,0.05,188193,0.03,99.78,0.06,0.12,0.05,180557,0.03,99.83,0.02,0.12,0.03,105808,0.02,99.77,0.05,0.13,0.05,128535,0.03,99.72,0.07,0.14,0.07,86987,0.03,99.76,0.04,0.14,0.05,118002,0.03,99.85,0.01,0.1,0.03,144552,0.02,99.79,0.04,0.11,0.05,147294,0.02,99.87,0.02,0.09,0.03,96550,0.02,R1_Ribp_UVp
1328,0.16,0.04,99.72,0.09,230876,0.03,0.08,0.04,99.79,0.09,188159,0.03,0.1,0.04,99.78,0.08,180542,0.03,0.07,0.01,99.88,0.04,105814,0.02,0.08,0.05,99.78,0.08,128359,0.03,0.09,0.05,99.77,0.09,86965,0.03,0.09,0.04,99.77,0.09,117973,0.03,0.06,0.01,99.89,0.04,144473,0.01,0.11,0.04,99.77,0.08,147209,0.03,0.05,0.01,99.91,0.04,96526,0.01,R1_Ribp_UVp
1329,0.08,0.17,0.06,99.69,231005,0.03,0.06,0.14,0.05,99.76,188164,0.03,0.07,0.12,0.05,99.77,180438,0.03,0.04,0.12,0.03,99.82,105832,0.02,0.07,0.12,0.05,99.77,128410,0.03,0.08,0.13,0.05,99.75,87018,0.03,0.06,0.14,0.04,99.75,117982,0.03,0.04,0.09,0.03,99.85,144501,0.02,0.07,0.13,0.05,99.75,147111,0.03,0.03,0.07,0.03,99.86,96421,0.02,R1_Ribp_UVp
1330,0.27,0.03,99.6,0.1,230644,0.04,0.12,0.04,99.74,0.09,187963,0.03,0.14,0.05,99.72,0.09,179977,0.03,0.11,0.02,99.83,0.04,105657,0.02,0.13,0.04,99.74,0.09,128054,0.03,0.13,0.04,99.73,0.1,86910,0.03,0.15,0.05,99.7,0.1,117733,0.03,0.19,0.01,99.76,0.05,144386,0.03,0.13,0.05,99.72,0.1,146727,0.03,0.08,0.01,99.86,0.04,96133,0.02,R1_Ribp_UVp
1331,0.2,0.04,99.67,0.09,229456,0.04,0.09,0.03,99.78,0.09,186948,0.03,0.12,0.05,99.74,0.08,179122,0.03,0.06,0.01,99.89,0.04,105184,0.01,0.1,0.05,99.78,0.08,127366,0.03,0.1,0.03,99.78,0.09,86446,0.03,0.13,0.04,99.75,0.09,117161,0.03,0.07,0.02,99.86,0.04,143610,0.02,0.1,0.05,99.75,0.09,145859,0.03,0.06,0.03,99.88,0.04,95708,0.02,R1_Ribp_UVp
1332,0.09,0.24,0.06,99.61,228701,0.04,0.08,0.21,0.08,99.62,186171,0.04,0.09,0.18,0.08,99.66,178321,0.04,0.05,0.17,0.06,99.72,104722,0.03,0.08,0.17,0.06,99.69,126866,0.03,0.09,0.18,0.07,99.65,86114,0.04,0.08,0.23,0.07,99.62,116620,0.04,0.04,0.15,0.05,99.76,143125,0.03,0.07,0.16,0.06,99.71,145142,0.03,0.03,0.14,0.04,99.8,95251,0.02,R1_Ribp_UVp
1333,0.09,99.46,0.05,0.39,228668,0.05,0.1,99.75,0.06,0.09,186166,0.03,0.1,99.74,0.06,0.1,178257,0.03,0.04,99.85,0.02,0.09,104674,0.02,0.08,99.75,0.05,0.12,126889,0.03,0.09,99.73,0.05,0.13,86198,0.03,0.09,99.73,0.06,0.11,116572,0.03,0.05,99.87,0.02,0.06,143116,0.02,0.1,99.77,0.05,0.08,145136,0.03,0.03,99.88,0.02,0.07,95332,0.02,R1_Ribp_UVp
1334,0.08,0.2,0.05,99.68,229046,0.04,0.06,0.14,0.06,99.74,186516,0.03,0.05,0.14,0.07,99.73,178582,0.03,0.04,0.16,0.02,99.78,104898,0.03,0.08,0.14,0.05,99.72,127204,0.03,0.06,0.14,0.06,99.74,86428,0.03,0.06,0.15,0.06,99.72,116831,0.03,0.03,0.1,0.03,99.84,143422,0.02,0.06,0.13,0.05,99.76,145590,0.03,0.02,0.12,0.03,99.83,95509,0.02,R1_Ribp_UVp
1335,0.13,0.04,99.76,0.07,227831,0.03,0.08,0.04,99.8,0.08,185490,0.02,0.11,0.05,99.77,0.08,177609,0.03,0.09,0.01,99.86,0.04,104377,0.02,0.11,0.04,99.77,0.08,126555,0.03,0.1,0.04,99.77,0.09,85990,0.03,0.11,0.04,99.78,0.07,116241,0.03,0.06,0.01,99.9,0.03,142780,0.01,0.11,0.04,99.76,0.08,144793,0.03,0.06,0.01,99.9,0.03,95039,0.01,R1_Ribp_UVp
1336,0.07,0.27,0.06,99.6,226597,0.04,0.07,0.19,0.06,99.68,184440,0.04,0.08,0.18,0.06,99.69,176574,0.03,0.05,0.2,0.04,99.71,103661,0.03,0.06,0.15,0.06,99.72,125849,0.03,0.08,0.15,0.07,99.69,85555,0.04,0.08,0.2,0.05,99.66,115441,0.04,0.04,0.14,0.04,99.78,142027,0.03,0.08,0.44,0.06,99.42,143795,0.06,0.05,0.14,0.03,99.78,94347,0.03,R1_Ribp_UVp
1337,0.16,0.05,99.71,0.08,225686,0.03,0.09,0.04,99.81,0.07,183764,0.02,0.11,0.04,99.79,0.06,175713,0.03,0.09,0.01,99.86,0.03,103167,0.02,0.11,0.05,99.77,0.07,125155,0.03,0.12,0.04,99.74,0.09,85234,0.03,0.13,0.04,99.76,0.07,114820,0.03,0.07,0.01,99.89,0.03,141412,0.01,0.11,0.05,99.79,0.06,143003,0.02,0.09,0.01,99.87,0.03,93899,0.02,R1_Ribp_UVp
1338,0.08,0.17,0.05,99.7,224206,0.03,0.05,0.13,0.05,99.77,182638,0.03,0.05,0.15,0.05,99.75,174427,0.03,0.03,0.14,0.03,99.8,102517,0.02,0.05,0.11,0.05,99.79,124175,0.02,0.06,0.12,0.05,99.77,84607,0.03,0.06,0.17,0.06,99.71,113909,0.03,0.04,0.1,0.03,99.84,140597,0.02,0.05,0.16,0.06,99.74,141717,0.03,0.04,0.08,0.02,99.86,93164,0.02,R1_Ribp_UVp
1339,99.69,0.04,0.2,0.06,222719,0.03,99.78,0.05,0.12,0.05,181332,0.03,99.73,0.05,0.15,0.06,173205,0.03,99.83,0.02,0.12,0.03,101841,0.02,99.8,0.04,0.12,0.04,123256,0.02,99.72,0.05,0.15,0.08,84046,0.03,99.74,0.05,0.15,0.05,112991,0.03,99.87,0.02,0.09,0.02,139948,0.02,99.73,0.06,0.15,0.06,140491,0.03,99.86,0.02,0.1,0.02,92447,0.02,R1_Ribp_UVp
1340,0.08,99.63,0.06,0.22,221404,0.04,0.08,99.75,0.05,0.11,180221,0.03,0.08,99.74,0.06,0.12,172097,0.03,0.04,99.86,0.02,0.08,101269,0.02,0.08,99.74,0.06,0.12,122405,0.03,0.08,99.75,0.07,0.11,83625,0.03,0.08,99.74,0.06,0.13,112172,0.03,0.03,99.9,0.01,0.06,139258,0.01,0.09,99.74,0.06,0.11,139479,0.03,0.03,99.88,0.02,0.06,91822,0.01,R1_Ribp_UVp
1341,0.12,99.65,0.05,0.18,220956,0.04,0.11,99.71,0.06,0.12,179796,0.03,0.11,99.71,0.06,0.12,171690,0.03,0.07,99.8,0.03,0.11,101087,0.02,0.11,99.68,0.06,0.15,121985,0.04,0.11,99.69,0.07,0.14,83561,0.04,0.12,99.66,0.06,0.16,111887,0.04,0.04,99.86,0.02,0.08,139070,0.02,0.11,99.72,0.05,0.12,138974,0.03,0.06,99.84,0.02,0.08,91541,0.02,R1_Ribp_UVp
1342,0.3,0.03,99.58,0.09,220528,0.04,0.13,0.04,99.73,0.1,179382,0.03,0.16,0.03,99.73,0.07,171263,0.03,0.12,0.02,99.83,0.03,100977,0.02,0.16,0.04,99.7,0.1,121566,0.03,0.16,0.03,99.71,0.1,83440,0.03,0.14,0.03,99.73,0.1,111505,0.03,0.11,0.01,99.83,0.05,138924,0.02,0.16,0.04,99.7,0.1,138450,0.03,0.11,0.01,99.84,0.04,91224,0.02,R1_Ribp_UVp
1343,0.17,0.03,99.72,0.08,219381,0.03,0.09,0.04,99.8,0.07,178542,0.02,0.12,0.04,99.78,0.07,170360,0.03,0.09,0.01,99.86,0.04,100629,0.02,0.12,0.04,99.77,0.07,120962,0.03,0.11,0.04,99.76,0.1,83105,0.03,0.11,0.04,99.74,0.1,110921,0.03,0.08,0.01,99.87,0.04,138199,0.02,0.11,0.04,99.77,0.08,137705,0.03,0.08,0.01,99.89,0.03,90793,0.01,R1_Ribp_UVp
1344,99.56,0.07,0.25,0.12,218569,0.05,99.7,0.08,0.14,0.08,177912,0.03,99.64,0.07,0.2,0.09,169665,0.04,99.72,0.03,0.19,0.05,100442,0.03,99.7,0.06,0.16,0.08,120368,0.03,99.64,0.06,0.21,0.09,82821,0.04,99.6,0.08,0.23,0.1,110442,0.04,99.75,0.03,0.17,0.05,137714,0.03,99.65,0.07,0.18,0.09,136953,0.04,99.77,0.04,0.15,0.05,90326,0.03,R1_Ribp_UVp
1345,99.6,0.05,0.28,0.06,217507,0.04,99.71,0.06,0.16,0.07,177283,0.03,99.68,0.06,0.21,0.06,169171,0.04,99.7,0.03,0.24,0.02,100171,0.03,99.7,0.06,0.19,0.06,119899,0.03,99.71,0.04,0.19,0.06,82580,0.03,99.65,0.05,0.25,0.06,109983,0.04,99.8,0.01,0.16,0.02,137148,0.02,99.69,0.06,0.2,0.05,136322,0.03,99.78,0.03,0.17,0.02,89929,0.02,R1_Ribp_UVp
1346,0.12,0.03,99.78,0.07,216230,0.03,0.07,0.03,99.83,0.08,176332,0.02,0.09,0.03,99.81,0.07,168266,0.02,0.07,0.01,99.89,0.03,99771,0.01,0.08,0.03,99.81,0.08,119205,0.02,0.09,0.04,99.8,0.07,82206,0.02,0.09,0.03,99.8,0.08,109392,0.02,0.09,0.01,99.86,0.04,136418,0.02,0.07,0.03,99.83,0.07,135706,0.02,0.06,0.01,99.9,0.03,89511,0.01,R1_Ribp_UVp
1347,0.11,99.73,0.05,0.12,215368,0.03,0.12,99.74,0.05,0.09,175651,0.03,0.11,99.75,0.05,0.09,167716,0.03,0.06,99.84,0.02,0.08,99455,0.02,0.12,99.74,0.05,0.09,118690,0.03,0.1,99.75,0.05,0.1,82070,0.03,0.12,99.73,0.05,0.1,108986,0.03,0.04,99.87,0.02,0.07,136021,0.02,0.1,99.75,0.05,0.09,135118,0.03,0.05,99.88,0.03,0.04,89094,0.02,R1_Ribp_UVp
1348,99.66,0.04,0.23,0.07,215121,0.04,99.8,0.04,0.1,0.06,175523,0.02,99.78,0.04,0.12,0.05,167516,0.03,99.79,0.03,0.15,0.02,99489,0.02,99.79,0.04,0.11,0.06,118299,0.03,99.75,0.05,0.15,0.05,81949,0.03,99.73,0.03,0.17,0.06,108629,0.03,99.84,0.02,0.12,0.02,136016,0.02,99.78,0.02,0.14,0.06,134753,0.03,99.84,0.01,0.12,0.02,88805,0.02,R1_Ribp_UVp
1349,0.14,0.03,99.77,0.06,213878,0.03,0.07,0.03,99.82,0.08,174543,0.02,0.08,0.03,99.81,0.07,166511,0.02,0.08,0.01,99.88,0.03,98964,0.02,0.07,0.04,99.81,0.08,117620,0.02,0.09,0.03,99.81,0.07,81474,0.02,0.08,0.04,99.79,0.09,107994,0.02,0.05,0.01,99.91,0.04,135329,0.01,0.07,0.03,99.82,0.07,133908,0.02,0.05,0.01,99.9,0.03,88343,0.01,R1_Ribp_UVp
1350,99.66,0.06,0.2,0.08,212752,0.04,99.67,0.06,0.21,0.06,173721,0.04,99.71,0.06,0.17,0.06,165698,0.03,99.72,0.02,0.2,0.06,98580,0.03,99.74,0.06,0.14,0.06,116858,0.03,99.7,0.06,0.18,0.06,81144,0.03,99.66,0.06,0.21,0.06,107334,0.04,99.81,0.03,0.12,0.04,134633,0.02,99.73,0.05,0.16,0.06,132986,0.03,99.78,0.02,0.15,0.04,87815,0.02,R1_Ribp_UVp
1351,0.34,0.04,99.56,0.06,211063,0.05,0.07,0.04,99.81,0.08,172298,0.02,0.11,0.04,99.78,0.07,164481,0.03,0.08,0.01,99.87,0.04,97772,0.02,0.09,0.03,99.82,0.06,116005,0.02,0.09,0.04,99.82,0.06,80619,0.02,0.11,0.03,99.77,0.09,106502,0.03,0.07,0.01,99.89,0.03,133702,0.01,0.09,0.03,99.81,0.06,131935,0.02,0.06,0.01,99.9,0.03,87089,0.01,R1_Ribp_UVp
1352,99.59,0.07,0.26,0.08,210188,0.04,99.63,0.08,0.22,0.07,171531,0.04,99.68,0.06,0.19,0.07,163800,0.04,99.69,0.04,0.22,0.05,97484,0.03,99.68,0.07,0.17,0.07,115495,0.04,99.65,0.09,0.19,0.07,80393,0.04,99.62,0.07,0.24,0.07,106042,0.04,99.77,0.03,0.16,0.03,133091,0.03,99.67,0.08,0.18,0.07,131333,0.04,99.78,0.03,0.16,0.04,86833,0.03,R1_Ribp_UVp
1353,0.07,0.17,0.08,99.69,209015,0.04,0.05,0.1,0.06,99.79,170577,0.02,0.04,0.12,0.07,99.77,162858,0.03,0.03,0.13,0.05,99.79,97006,0.02,0.06,0.12,0.06,99.76,114777,0.03,0.08,0.13,0.06,99.73,79999,0.03,0.05,0.18,0.07,99.7,105362,0.03,0.04,0.08,0.04,99.84,132304,0.02,0.06,0.13,0.06,99.75,130425,0.03,0.03,0.08,0.03,99.86,86313,0.02,R1_Ribp_UVp
1354,0.16,0.04,99.73,0.07,206802,0.03,0.1,0.04,99.77,0.09,168778,0.03,0.14,0.04,99.76,0.06,161310,0.03,0.09,0.02,99.85,0.05,96152,0.02,0.1,0.05,99.77,0.07,113702,0.03,0.12,0.04,99.77,0.07,79264,0.03,0.13,0.04,99.74,0.09,104309,0.03,0.09,0.01,99.86,0.04,131158,0.02,0.12,0.04,99.8,0.04,128957,0.02,0.06,0.01,99.91,0.03,85398,0.01,R1_Ribp_UVp
1355,0.18,0.05,99.68,0.09,205031,0.04,0.12,0.04,99.74,0.1,167368,0.03,0.13,0.04,99.76,0.07,160028,0.03,0.09,0.02,99.85,0.05,95443,0.02,0.12,0.04,99.78,0.07,112811,0.03,0.13,0.04,99.73,0.1,78677,0.03,0.13,0.04,99.73,0.09,103474,0.03,0.08,0.01,99.86,0.05,130379,0.02,0.12,0.05,99.74,0.1,127888,0.03,0.11,0.01,99.85,0.02,84676,0.02,R1_Ribp_UVp
